PROFILE_SEARCH_CONTACT_TITLE	Chercher un contact :
MC_EXCHANGE_BUTTON	Echanger
MC_MISSION_INIT_BUTTON	Reinitialiser le niveau de mission
MC_MOTION_BUTTON	Mouvement
MC_POLY_BUTTON	Transformer
MC_PROMOTION_BUTTON	Promotion
MC_REQUEST_MISSION_BUTTON	Accepter la mission
MC_REWARD_CARD_BUTTON	Acquerir la carte de monstre
MC_SHUFFLE_BUTTON	Melanger les cartes de mission
MC_SUMMON_BUTTON	Invoquer
MC_TAB_BUTTON_CARD_MISSION	Carte de mission
MC_TAB_BUTTON_PARTY	Dungeon Collection
MC_TAB_BUTTON_SOLO	Ouvrir la collection mondiale
MC_WARP_BUTTON	Teleporter
MESSAGE	Ceci est un message
MESSENGER_ADD_FRIEND	Ajouter un message
MESSENGER_BLOCK_FRIEND	Bloquer
MESSENGER_DELETE_FRIEND	Supprimer
MESSENGER_MOBILE	Ajouter un message
MESSENGER_OPEN_GUILD	Ouvrir la fenetre de guilde
MESSENGER_TITLE	Amis
MESSENGER_USE_GUILD_MOVE_SKILL	Utiliser le sort de guilde
MESSENGER_WHISPER	Chuchoter
MINIGAME_FISH_EVENT_USE_COUNT	Quantite
MINIMIZE	Minimiser
MINI_BOSS_DUNGEON_DESC_BTN	Regles d'evenement
MINI_BOSS_DUNGEON_TITLE_NAME	Nom
MINI_BOSS_DUNGEON_TITLE_NUM	Rang
MINI_BOSS_DUNGEON_TITLE_POINT	Points d'apocalypse
MINI_BOSS_DUNGEON_TOOTIP_01	Apercu du donjon
MINI_BOSS_DUNGEON_TOOTIP_02	Apocalypse pour niveaux 40-80
MINI_BOSS_DUNGEON_TOOTIP_03	Apocalypse pour niveaux 81+
MINI_BOSS_DUNGEON_TOOTIP_04	Entrer
MINI_BOSS_DUNGEON_TOOTIP_05	Temps restant
MINI_BOSS_DUNGEON_TOOTIP_06	Mes points d'Apocalypse
MINI_BOSS_DUNGEON_TOOTIP_07	Apocalypses restants
MINI_BOSS_DUNGEON_TOOTIP_08	Mes recompenses
MINI_BOSS_TITLE	Apocalypse du zodiac
MINI_GAME_CATCHKING_CHallENGE	Mise en jeu
MINI_GAME_CATCHKING_HELP_TEXT	Regles
MINI_GAME_CATCHKING_HIGH_SCORE	Meilleur score
MINI_GAME_CATCHKING_MYNUMBER	Ma carte
MINI_GAME_CATCHKING_POPUP_CONFIRM	Montrer/cacher la fenetre
MINI_GAME_CATCHKING_RETRY	Jouer encore
MINI_GAME_CATCHKING_REWARD	Ta recompense
MINI_GAME_CATCHKING_SCORE	Points
MINI_GAME_CATCHKING_SELECTION_NUMBER	Carte revelee
MINI_GAME_CATCHKING_START_TEXT	Commencer
MINI_GAME_CATCHKING_TITLE	Attraper le Roi
MINI_GAME_FINDM_HINT_BTN	Indice
MINI_GAME_FINDM_START_BTN	Commencer le jeu
MINI_GAME_FINDM_TITLE	Memo Tri-monstre
MINI_GAME_FINDM_TRY_COUNT_TEXT	Essais
MINI_GAME_FINDM_UPGRADE_BAR1	Objets
MINI_GAME_FINDM_UPGRADE_BAR2	Taxe (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Obtenir l'objet
MINI_GAME_FINDM_UPGRADE_RETRY	Essayer l'amelioration
MINI_GAME_FINDM_UPGRADE_TITLE	Recompense amelioree
MINI_GAME_FISH_HELP_TEXT	Aide
MINI_GAME_FISH_START_TEXT	Commencer
MINI_GAME_FISH_TITLE	Puzzle de peche
MINI_GAME_RUMI_DISCARD_TEXT	Mode securise
MINI_GAME_RUMI_EXIT	Fin
MINI_GAME_RUMI_LBUTTON_DESC	Clic gauche pour ajouter la carte
MINI_GAME_RUMI_RBUTTON_DESC	Clic droit pour enlever la carte
MINI_GAME_RUMI_SCORE	Score
MINI_GAME_RUMI_START_TEXT	Commencer
MINI_GAME_RUMI_TITLE	Metin2 Jeu de carte Okey
MINI_GAME_YUTNORI_COM_TEXT	Ordinateur
MINI_GAME_YUTNORI_PLAYER_TEXT	Joueur
MINI_GAME_YUTNORI_PROBABILITY	Chance
MINI_GAME_YUTNORI_PROB_DESC	Selectionnez un score Yut pour augmenter sa chance de se faire jeter.
MINI_GAME_YUTNORI_REMAIN_COUNT	Actions
MINI_GAME_YUTNORI_REWARD_TEXT	Recompenses
MINI_GAME_YUTNORI_SCORE	Score
MINI_GAME_YUTNORI_START_TEXT	Commencer
MINI_GAME_YUTNORI_THROW	Jeter
MINI_GAME_YUTNORI_TITLE	Yut Nori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Gae
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back Do
MOUSEBUTTON_ATTACK	Attaquer
MOUSEBUTTON_AUTO_ATTACK	Attaquer automatiquement
MOUSEBUTTON_CAMERA	Camera
MOUSEBUTTON_SKILL	Sorts
MUSICLIST_TITLE	Choix de musiques
MYSHOP_DECO_CANCEL	Fermer
MYSHOP_DECO_DEFAULT	Par defaut
MYSHOP_DECO_NEXT	Suivant
MYSHOP_DECO_OK	Confirmer
MYSHOP_DECO_PREV	Precedent
MYSHOP_DECO_SELECT_MODEL	Choisi l'apparence de ton magasin.
MYSHOP_DECO_SELECT_TITLE	Choisi l'apparence de ton nom.
NO	Non
OK	OK
OPPOSITES	Decliner
OPTION_ALWAYS_SHOW_NAME	Nom
OPTION_ALWAYS_SHOW_NAME_OFF	Limiter
OPTION_ALWAYS_SHOW_NAME_ON	Toujours
OPTION_BLOCK	Bloquer
OPTION_BLOCK_EXCHANGE	Echanger
OPTION_BLOCK_FRIEND	Amis
OPTION_BLOCK_GUILD	Guilde
OPTION_BLOCK_PARTY	Groupe
OPTION_BLOCK_PARTY_REQUEST	Invitations
OPTION_BLOCK_WHISPER	Chuchoter
OPTION_CAMERA_DISTANCE	Camera
OPTION_CAMERA_DISTANCE_LONG	Loin
OPTION_CAMERA_DISTANCE_SHORT	Proche
OPTION_DELETE_MOBILE_BUTTON	Supprimer le numero de telephone
OPTION_EFFECT	Hit info
OPTION_ENV_EFFECT	Environment
OPTION_ENV_EFFECT_OFF	Desactiver
OPTION_ENV_EFFECT_ON	Activer
OPTION_FOG	Brouillard
OPTION_FOG_DENSE	Dense
OPTION_FOG_LIGHT	Faible
OPTION_FOG_MIDDLE	Moyen
OPTION_FOG_OFF	Desactiver
OPTION_FOG_ON	Activer
OPTION_INPUT_MOBILE_BUTTON	Entrer le numero de telephone
OPTION_KEY_SETTING	Clavier
OPTION_LANGUAGE_CHANGE	Appliquer
OPTION_LANGUAGE_SELECT	Langue
OPTION_MOBILE	Telephone
OPTION_MOB_INFO	Informations sur le monstre
OPTION_MOB_INFO_AGGR	Aggressif
OPTION_MOB_INFO_LEVEL	Niveau
OPTION_MUSIC	Musique
OPTION_MUSIC_CHANGE	Changer
OPTION_MUSIC_DEFAULT_THEMA	Musique standarde de Metin2
OPTION_NAME_COLOR	Nom couleur
OPTION_NAME_COLOR_EMPIRE	Royaume
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Nuit
OPTION_NIGHT_MODE_OFF	Desactiver
OPTION_NIGHT_MODE_ON	Activer
OPTION_PVPMODE	Mode PvP
OPTION_PVPMODE_FREE	Libre
OPTION_PVPMODE_FREE_TOOLTIP	Tu peux attaquer tout les joueurs.
OPTION_PVPMODE_GUILD	Guilde
OPTION_PVPMODE_GUILD_TOOLTIP	Tu peux attaquer tout les joueurs sauf ceux de ta guilde.
OPTION_PVPMODE_PEACE	Paix
OPTION_PVPMODE_PEACE_TOOLTIP	Tu ne peux pas attaquer les joueurs de ton empire.
OPTION_PVPMODE_REVENGE	Hostile
OPTION_PVPMODE_REVENGE_TOOLTIP	You can only attack those who have another Ethos.
OPTION_SALESTEXT	Magasin
OPTION_SALESTEXT_VIEW_OFF	Cacher
OPTION_SALESTEXT_VIEW_ON	Afficher
OPTION_SETTING	Ouvrir
OPTION_SNOW_MODE	Neige
OPTION_SNOW_MODE_OFF	Desactiver
OPTION_SNOW_MODE_ON	Activer
OPTION_SNOW_TEXTURE_MODE	Neige au sol
OPTION_SNOW_TEXTURE_MODE_OFF	Activer
OPTION_SNOW_TEXTURE_MODE_ON	Desactiver
OPTION_SOUND	Effets sons
OPTION_TARGET_BOARD	Menu cible
OPTION_TARGET_BOARD_NO_VIEW	Fermer
OPTION_TARGET_BOARD_VIEW	Montrer
OPTION_TILING	Graphiques
OPTION_TILING_APPLY	Appliquer
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
OPTION_TITLE	Options
OPTION_VIEW_CHAT	Tchat
OPTION_VIEW_CHAT_OFF	Cacher
OPTION_VIEW_CHAT_ON	Montrer
PARTY_MATCH_TEXT_DUNGEON_NAME	Donjon
PARTY_MATCH_TEXT_DUNGEON_SELECT	Selectionner le donjon
PARTY_MATCH_TEXT_ENTREE_LEVEL	Niveau: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Niveau requis :
PARTY_MATCH_TEXT_REQUEST_MATCH	Rechercher
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Annuler
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Objets requis
PARTY_MEMBER_INFO_NAME	Nom du membre du groupe
PASSWORD_DESC_1	Entrer le mot de passe
PASSWORD_DESC_2	pour ouvrir l'entrepot.
PASSWORD_DESC_3	Deja change le mot de passe ?
PASSWORD_DESC_4	Si non, le mot de passe sera : '000000'.
PASSWORD_DESC_5	Change ton mot de passe dans l'entrepot.
PASSWORD_TITLE	Sauvegarder le mot de passe
PET_AGE_TEXT	Age du familiers
PET_ATTR_CHANGE_ITEM_TEXT	Enchanter le familier
PET_ATTR_CHANGE_TITLE	Changer le type de familier
PET_ATTR_CONFIRMATION	Changer
PET_ATTR_DETERMINE_TITLE	Nouveau type de familier
PET_ATTR_OK	Fermer
PET_CHANGE_TEXT	Familier
PET_FEED_TITLE	Nourrir
PET_FFED_BUTTON_TEXT	Nourrir
PET_HATCHING_BUTTON	Eclosion
PET_HATCHING_NIK	Nom du familier
PET_HATCHING_WINDOW_TITLE	Incubateur
PET_INFORMATION_ABILITIES	Bonus
PET_INFORMATION_AGE	Age
PET_INFORMATION_COSTUME_BONUS	Costume bonus
PET_INFORMATION_DEFENCE	Defense
PET_INFORMATION_EVOL_BUTTON	Evoluer
PET_INFORMATION_EXP	Experience
PET_INFORMATION_EXP_BUTTON	Item EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Niveau
PET_INFORMATION_LIFE	Duration
PET_INFORMATION_LIFETIME_BUTTON	Nourrir
PET_INFORMATION_LIFE_TIME	Heures
PET_INFORMATION_SKILL	Sorts
PET_INFORMATION_SP	SP
PET_INFORMATION_TITLE	Familier
PET_NAME_CHANGE_BUTTON	Changer
PET_NAME_CHANGE_WINDOW_TITLE	Changer le  Nom
PET_REVIVE_BUTTON	Ressuciter
PET_REVIVE_CANCEL_BUTTON	Annuler
PET_REVIVE_MATERIAL_TITLE	Materiel
PET_REVIVE_REUSLT_TEXT	Resultat
PET_REVIVE_TARGET	Familier a ressuciter
PET_REVIVE_TITLE	Ressuciter le familier
PICK_MONEY_TITLE	Diviser
PRIVATESHOPSEARCH_BUY	Acheter
PRIVATESHOPSEARCH_COUNT	Quantite
PRIVATESHOPSEARCH_ITEMNAME	Nom
PRIVATESHOPSEARCH_ITEMTYPE	Objets
PRIVATESHOPSEARCH_JOB	Classe
PRIVATESHOPSEARCH_LEVEL	Niveau
PRIVATESHOPSEARCH_PRICE	Prix
PRIVATESHOPSEARCH_REFINE	Niveau de l'objet
PRIVATESHOPSEARCH_SEARCH	Rechercher
PRIVATESHOPSEARCH_SEARCH_BAR	Rechercher
PRIVATESHOPSEARCH_SELECT	Selectioner
PRIVATESHOPSEARCH_SELLER	Vendeur
PRIVATE_SHOP_CLOSE_BUTTON	Fermer le magasin
PRIVATE_SHOP_NAME	Nom du magasin
PRIVATE_SHOP_TITLE	Ouvrir un magasin
QUEST_UI_TEXT_COLLECTION	Quetes du biologiste
QUEST_UI_TEXT_EVENT	Missions d'evenement
QUEST_UI_TEXT_LEVELUP	Mission de chasse
QUEST_UI_TEXT_MAIN	Missions principales
QUEST_UI_TEXT_SCROLL	Missions de livres
QUEST_UI_TEXT_SUB	Missions secondaires
QUEST_UI_TEXT_SYSTEM	Missions de jeu
REFINE_COST	Upgrading Costs: 0 Yang
REFINE_INFO	Chance to upgrade successfully: 100%
REFINE_MONEY	Taxe de raffinement
REFINE_SELECT	Raffinement
REFINE_TTILE	Ameliorations
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Abandonner
RESTART_HERE	Recommencer ici
RESTART_IMMEDIATE	Reincarnation
RESTART_TOWN	Recommencer dans la cite
SAFE_CHANGE_PASSWORD	Changer de mot de passe
SAFE_TITLE	Entrepot
SELECT_ATTR_CHANGED	Nouveau
SELECT_ATTR_CURRENT	Actuel
SELECT_ATTR_SELECT	Choisir
SELECT_ATTR_TITLE	Enchantement d'item+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Creer
SELECT_DELETE	Supprimer
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Nom de l'empire
SELECT_EXIT	Fermer
SELECT_HP	HP
SELECT_LEVEL	Niveau
SELECT_METIN_STONE_TITLE	Selectionner la pierre d'esprit
SELECT_NAME	Nom
SELECT_NO_GUILD	Pas de guilde
SELECT_PLAYTIME	Temps de jeu
SELECT_SELECT	Commencer
SELECT_SP	SP
SELECT_TITLE	Choisir un titre
SHOP_BUY	Acheter
SHOP_SELL	Vendre
SHOP_TITLE	Magasin
SKILL_SUPPORT_TITLE	Sorts standards
STEP	Grade de clarte
STEP_SELECT	Grade de clarte
STRENGTH	Renforcement
STRENGTH_SELECT	Niveau
STRUCTURE_VIEW_MODE	Decoration
STRUCTURE_VIEW_TYPE_STRUCTURE	Cacher
SYSTEMOPTION_TITLE	Options systeme
SYSTEM_CHANGE	Changer de personnage
SYSTEM_EXIT	Quitter le jeu
SYSTEM_HELP	Aide
SYSTEM_LOGOUT	Se deconnecter
SYSTEM_MALL	Item Shop
SYSTEM_MOVE_CHANNEL	Changer de channel
SYSTEM_OPTION	Options de systeme
TASKBAR_CHARACTER	Personnage [C/V/B/N]
TASKBAR_CHAT	Tchat [Enter]
TASKBAR_DISABLE	Desactive
TASKBAR_DRAGON_SOUL	Alchimie de pierre-dragon
TASKBAR_EXPAND	Expandre la fenetre
TASKBAR_INVENTORY	Inventaire[I]
TASKBAR_MESSENGER	Amis [Alt+M]
TASKBAR_MONEY_EXPAND	Argent
TASKBAR_NEXT_QUICKSLOT	Prochaine barre de raccourcis [Shift+Number, Alt]
TASKBAR_PET_INFO	Informations familier
TASKBAR_PREV_QUICKSLOT	Barre de raccourcis precedente [Shift+Number]
TASKBAR_SYSTEM	Options[ESC]
TOTAL_RANKING	Classement global
WEEKLY_RANKING	Classement hebdomadaire
WHISPER_BAN	Bloquer
WHISPER_NAME	Chuchoter
WHISPER_REPORT	
WHISPER_SEND	Envoyer
YES	Oui
ZONE_MAP	Grande carte
FAST_EQUIP	Changer l'equipement
SASH_ABSORB	Absorption
SASH_COMBINE	Combiner
SASH_MAIN	Etole 1
SASH_RESULT	Resultat
SASH_SERVE	Etole 2
GIFT_WINDOW_NAME	Cadeaux
GIFT_PREV_PAGE	Page precedente
GIFT_NEXT_PAGE	Page suivante
GIFT_COUNT	Nombre
GIFT_FROM	De
GIFT_REASON	Raison
GIFT_GET	Prendre
GIFT_GET_ALL	Tout les objets
GIFT_GET_QUEST	Est tu sur que tu %s veut l'avoir ?
GIFT_GET_QUEST_all	Est tu sur que tu veut avoir tout les objets ?
GIFT_MONEY_DESC	Tu as recu tout les yangs de ton magasin hors-ligne.
SHOP_NAME	Nom du magasin
SHOP_TIMEOUT	Temps de chargement :
SHOP_CREATE	Magasin ouvert
SHOP_CREATE_PRICE	Prix:
SHOP_CREATE_HOURS	Heures
SHOP_CREATE_HOUR	Heure
SHOP_CREATE_DAY	Jour
SHOP_CREATE_DAYS	Jours
SHOP_CREATE_NORMAL	Magasin normal
SHOP_NAME_EMPTY	S'il vout plait entrez un nom
SHOP_TIMEOUT_EMPTY	S'il vout plait entrez une duree
SHOP_WINDOW_NAME	Vos magasins
SHOP_WINDOW_SHOP_NAME	Magasin
SHOP_WINDOW_CREATE	Ouvrir le magasin
SHOP_GET_YANG	Prendre les Yangs
SHOP_CHANGE_NAME	Changer le nom
SHOP_ENTER_NEW_NAME	S'il vous-plait prendre un nouveau nom
SHOP_CLOSE	Fermer le magasin
SHOP_CLOSE_QUEST	Est tu sur que tu veux %s fermer le magasin ?
SHOP_MANAGE	Verwalten
SHOP_OPEN	Ouvrir le magasin
SHOP_EDIT	Editer
SHOP_REMOVE_ITEM	Enlever
SHOP_CHANGE_PRICE	Changer le prix
SHOP_EDIT_SHOP_WINDOW	Editer
SHOP_EDIT_SHOP_CANCEL	Annuler
SHOP_SELECT	Selectionner
SHOP_REMOVE_ITEM_QUEST	Est-tu sur que tu veux enlever cet objet ?
SHOP_NOT_EARNED_YANG	Ton magasin n'a pas encore gagne de yang !
SHOP_YANG_QUEST	Est-ce que tu veu %s de Magasin %s a acheter ?
SHOP_INFORMATION	Nom du magasin :
SHOP_EARNED_YANG	Yang obtenus :
SHOP_SOLD_ITEMS	Objets vendus :
SHOP_REST_ITEMS	Objets restants :
SHOP_TIME_TO_CLOSE	Temps :
SHOP_SELECT_TIME	Selectionner
OPTION_SALESTEXT_RANGE	Distance mag
SHINING_WINDOW_TITLE	Eclats
CHANGE_COSTUME	Changer Page
CHANGE_SHINING	Changer Page
DEKO_MENU	Decoration
DESTROY	Detruire
SHOP_SEARCH_TITLE	Chercher un magasin
SHOP_SEARCH_CLEAR	Reinitialiser
SHOP_SEARCH_BUTTON	Chercher
SHOP_SEARCH_PRICE	Prix :
SHOP_SEARCH_ENTER_ITEM_NAME	Entrer le nom de l'objet :
SHOP_SEARCH_EMPTY_ITEM_NAME	Je n'ai pas pu trouver un objet avec ce nom.
GUILD_DRAGONLAIR_RANKING	Classement
GUILD_DRAGONLAIR_RANKING_COUNT	Place
GUILD_DRAGONLAIR_RANKING_MEMBER	Membres
GUILD_DRAGONLAIR_RANKING_NAME	Guilde
GUILD_DRAGONLAIR_RANKING_TIME	Temps
DUNGEON_INFO	Informations du donjon
DUNGEON_INFO_TYPE	Type:
DUNGEON_INFO_ORGANIZATION	Organisation:
DUNGEON_INFO_LEVEL_LIMIT	Niveau:
DUNGEON_INFO_PARTY_MEMBERS	Membres d'equipe:
DUNGEON_INFO_COOLDOWN	Temps d'attente :
DUNGEON_INFO_DURATION	Duree:
DUNGEON_INFO_ENTRANCE	Entree:
DUNGEON_INFO_STRENGTH	Force:
DUNGEON_INFO_RESISTANCE	Resistance:
DUNGEON_INFO_TOTAL_FINISHED	Fini:
DUNGEON_INFO_FASTEST_TIME	Temps record:
DUNGEON_INFO_HIGHEST_DAMAGE	Degats record:
DUNGEON_INFO_TELEPORT	Teleporter
DUNGEON_INFO_CLOSE	Fermer
DUNGEON_INFO_PERSONAL_STATS	Statistiques personnelles
DUNGEON_INFO_DUNGEON	Donjon
DUNGEON_RANKING	Rang
DUNGEON_RANKING_POSITION	Position
DUNGEON_RANKING_NAME	Nom
DUNGEON_RANKING_LEVEL	Niveau
DUNGEON_RANKING_POINTS	Points
DUNGEON_RANKING_TYPE1	Complete
DUNGEON_RANKING_TYPE2	Temps
DUNGEON_RANKING_TYPE3	Degats
DUNGEON_RANKING_POINT_TYPE1	Termie
DUNGEON_RANKING_POINT_TYPE2	Temps minimum
DUNGEON_RANKING_POINT_TYPE3	Degats
CUBE_RENEWAL_TITLE	Raffinement
CUBE_RENEWAL_BELT_IMPROVE	Augmente les chances
OPTION_FOV	vue de champs
NEW_EXCHANGE_YOU	Toi
MINI_GAME_RUMI_DISCARD_TEXT	Mode sur
MINI_GAME_RUMI_EXIT	Fin
MINI_GAME_RUMI_LBUTTON_DESC	Clic gauche pour ajouter une carte
MINI_GAME_RUMI_RBUTTON_DESC	Clic droit pour lacher une carte
MINI_GAME_RUMI_SCORE	Score
MINI_GAME_RUMI_START_TEXT	Commencer
MINI_GAME_RUMI_TITLE	Jeu de carte Okey
BANNER_FISH_BUTTON	puzzle peche
MINIGAME_FISH_EVENT_USE_COUNT	Nombre
MINI_GAME_FISH_HELP_TEXT	Aide
MINI_GAME_FISH_START_TEXT	Commencer
MINI_GAME_FISH_TITLE	Puzzle peche
LOTTO_WINDOW_TITLE	Fenetre lotto
LOTTO_NUMBERS	Numeros de lotterie #%d
LOTTO_NEXT_NUMBERS	Prochain tirage: 
LOTTO_NEXT_NUMBERS_REFRESH_BTN	Mise a jour
LOTTO_TICKET_NUMBER	Ticket de lotterie #%d
LOTTO_TICKET_BUY_DATE	Temps d'achat: %s
LOTTO_TICKET_FOR_DRAW	Pour les nombres de la lotterie :
LOTTO_TICKET_STATE_TITLE	Statut:
LOTTO_TICKET_STATE_0	En attente...
LOTTO_TICKET_STATE_1_1	JACKPOT
LOTTO_TICKET_STATE_1_2	%d nombres corrects
LOTTO_TICKET_STATE_2	Recupere
LOTTO_TICKET_WIN_AMOUNT_TITLE	Profit:
LOTTO_TICKET_WIN_0	---------
LOTTO_TICKET_WIN_1	Malheureusement, rien de gagne
LOTTO_TICKET_DELETE_TICKET	Supprimer
LOTTO_TICKET_REWARD_RECIVED_TICKET	Prendre le prix
LOTTO_WINNING_LIST_BTN	Gagnants du jackpot
LOTTO_PAYOUT_BTN	Versement
LOTTO_CREATE_NEW_TICKET	Remplis le ticket de lotterie
LOTTO_NEW_TICKET_WINDOW_TITLE	Ticket de lotterie %d Verse .
LOTTO_NEW_TICKET_INFOTEXT	Info : tu dois cocher 4 nombres.
LOTTO_NEW_TICKET_COST	Couts :
LOTTO_NEW_TICKET_CLEAR_NUMBERS_BUTTON	Supprimer les nombres :
LOTTO_NEW_TICKET_BUY_BUTTON	Acheter le ticket de lotterie
LOTTO_INFO_WINDOW_TITLE	Info-Lotterie
LOTTO_INFO_BIG_TEXT	Pour gagner le jackpot, tu dois deviner 4 nombres. Si tu devine 1, 2 , ou 3 nombres correctement, \n tu va recevoir un montant de \n Yang du Jackpot. 80% du cout d'un ticket de lotterie est verse dans le jackpot. \n Si le jackpot est gagne, le jackpot est reinitialise et il recommence a 250,000,000 yang. \n \n Chance de gagner au jackpot : - de  1 a 27.405
LOTTO_LAST_NUM_TITLE	Les derniers %d nombres de la lotterie
LOTTO_RANKLIST_TITLE	Classement du loto
LOTTO_RANKLIST_TITLEROW_PNAME	Nom du joueur
LOTTO_RANKLIST_TITLEROW_LID	Lotto-ID
LOTTO_RANKLIST_TITLEROW_YANG	Yang
LOTTO_RANKLIST_TITLEROW_DATE	Date
LOTTO_RANKLIST_TITLEROW_LEVEL	Niveau
LOTTO_RANKLIST_TITLEROW_EMPIRE	Empire
LOTTO_RANKLIST_BUTTON_JACKPOT	Jackpots gagnes
LOTTO_RANKLIST_BUTTON_WIN	profit total
LOTTO_CHAT_INFO_EMPTY_YANG_TRESOR	Ta memoire de yang est vide. Tu ne peux pas retirer de yangs.
LOTTO_CHAT_INFO_NOT_ENOUGHT_YANG	Tu n'as pas assez de yangs.
LOTTO_CHAT_INFO_SEL_4_NUM	Tu dois selectionner 4 nombres.
LOTTO_Elendos_1	Tu as choisi ce nombre.
LOTTO_Elendos_2	Ce nombre a ete tire par la lotterie.
LOTTO_Elendos_3	Ton nombre est le meme que celui tire par la lotterie.
LOTTO_Elendos_4	Calcul des profits
LOTTO_Elendos_5	Marquages
LOTTO_Elendos_6	Informations generales
LOTTO_Elendos_Prozentsatz_1	Pourcentages par nombres corrects :
LOTTO_Elendos_Prozentsatz_2	1 numeros corrects = 0.5% du jackpot
LOTTO_Elendos_Prozentsatz_3	2 numeros corrects = 2% du jackpot
LOTTO_Elendos_Prozentsatz_4	3 numeros corrects = 10% du jackpot
LOTTO_Elendos_Prozentsatz_5	4 numeros corrects = TOUT le jackpot
LOTTO_Elendos_Prozentsatz_6	Exemple avec un jackpot de 2.000.000.000 Yang:
LOTTO_Elendos_Prozentsatz_7	Jackpot * 0.12 ( 3 nombres corrects ) = 240,000,000 Yang
LOTTO_Elendos_YANG	Memoire de yang:
LOTTO_Elendos_GESAMMT_WIN	Profit total:
LOTTO_Elendos_JACKPOT_WIN	Jackpots
LOTTO_Elendos_GESAMMT2_WIN	Profit total:
TELEPORT_PANEL_TITLE	Fenetre de teleportation
TELEPORT_PANEL_TAB_NAME_1	General
TELEPORT_PANEL_TAB_NAME_2	Neutral
TELEPORT_PANEL_TAB_NAME_3	Donjons
TELEPORT_PANEL_TAB_NAME_4	Oth. Donjons
TELEPORT_PANEL_TAB_NAME_5	Niveau de cartes
TELEPORT_PANEL_TAB_NAME_6	Boss mondial
TELEPORT_PANEL_INFO_TITLE	Description
TELEPORT_PANEL_INFO_BOSS	Boss : %s
TELEPORT_PANEL_INFO_BOSS_EMPTY	Pas de boss dans cette carte.
TELEPORT_PANEL_INFO_MINLV	Niveau minimum :
TELEPORT_PANEL_INFO_MINLV_EMPTY	Niveau minimum : Pas de niveau minimum.
TELEPORT_PANEL_INFO_MAXLV	Niveau maximum :
TELEPORT_PANEL_INFO_MAXLV_EMPTY	Min.level : Pas de niveau maximum.
TELEPORT_PANEL_INFO_COST	Prix :
TELEPORT_PANEL_INFO_COST_EMPTY	Prix : Pas de prix.
TELEPORT_PANEL_INFO_ITEM_COST_DESC	Objets requis :
TELEPORT_PANEL_INFO_ITEM_COST_TEXT	%dx %s
TELEPORT_PANEL_INFO_ITEM_COST_TEXT_EMPTY	Pas d'objets sont requis.
TELEPORT_MAP_MAP_1	Map 1 - Yongan | Joan | Pyungmoo
TELEPORT_MAP_MAP_2	Map 2 - Jayang | Bokjung | Bakra
TELEPORT_MAP_GUILDZONE	Zone de guilde - Jungrang | Waryong | Imha
TELEPORT_MAP_SEUNGRYONG	Vallee de Seungryong
TELEPORT_MAP_YONGBI	 Desert Yongbi
TELEPORT_MAP_SOHAN	Mont Sohan
TELEPORT_MAP_DOYYUMHWAN	Doyyumhwan
TELEPORT_MAP_SNAKEFIELD	Grande valee
TELEPORT_MAP_GHOSTWOOD	Bois vert
TELEPORT_MAP_REDWOOD	Red Forest
TELEPORT_MAP_LAND_OF_GIANTS	Valee des geants
TELEPORT_MAP_SPIDERDUNGEON_01	Cave des araignees
TELEPORT_MAP_SPIDERDUNGEON_02	Cave des araignees 2
TELEPORT_MAP_DEAMONTOWER	Tour du demon
TELEPORT_MAP_DEVILS_CATACOMB	Les catacombes du diable
TELEPORT_MAP_SKIPIA_DUNGEON	Grotte de l'exile
TELEPORT_MAP_BLAZING_PURGATORY	Forteresse du dragon rouge
TELEPORT_MAP_NEMERES_WARTE	Observatoire de Nemere
TELEPORT_MAP_MAP_1_DESC	Voici la map 1 ou il fait bon vivre.
TELEPORT_MAP_MAP_2_DESC	Une zone importante si vous etes encore jeune. Vous y trouverez des monstres a moitie forts qui vous offriront une bonne experience jusqu'au niveau 30. Un des donjons des singes borde egalement cette zone.
TELEPORT_MAP_GUILDZONE_DESC	Une zone qui est importante pour les guildes. C'est ici qu'ils construisent ! Mais pas seulement, on peut aussi y trouver des monstres. Ils sont agressifs et attaquent d'eux-memes. Les jeunes joueurs peuvent avoir du mal ici, mais vous pouvez obtenir de bons objets ici.
TELEPORT_MAP_SEUNGRYONG_DESC	1-Map orc du niveau 20-50.
