PROFILE_SEARCH_CONTACT_TITLE	Oyuncu Ara
LANGUAGE_EN	Ýngiliz
LANGUAGE_ES	Ýspanyol
LANGUAGE_FR	Fransýz
LANGUAGE_GR	Yunan
LANGUAGE_HU	Macar
LANGUAGE_IT	Ýtalyan
LANGUAGE_NL	Flemenk
LANGUAGE_PL	Polonya
LANGUAGE_PT	Portekiz
LANGUAGE_RO	Rumen
LANGUAGE_RU	Rus
LANGUAGE_TR	Türk
LOAD_ERROR	Dosya zarar görmüþ. Lütfen yeni yükleyin. Þimdi ESC'ye basýn.
LOGIN_CONNECT	Baðlan
LOGIN_CONNECTING	Sunucuya Baðlanacaksýnýz
LOGIN_DEFAULT_SERVERADDR	Sunucu adý, Kanal 1
LOGIN_EXIT	Çýkýþ
LOGIN_ID	Kullanýcý Adý
LOGIN_PASSWORD	Þifre
LOGIN_REGION_TITLE	Fatura gönderilecek yer seç.
LOGIN_SELECT_BUTTON	Seç
LOGIN_SELECT_EXIT	Çýkýþ
LOGIN_SELECT_OK	Tamam
LOGIN_SELECT_TITLE	CServer Seç
LUCKY_BOX_NOTICE_YANG	Yeni eþya serveti için Yang ücreti
LUCKY_BOX_RECV_BUTTON	Eþya'yý Kabul Et
LUCKY_BOX_RECV_NAME	Ýçindekiler:
LUCKY_BOX_RETRY_BUTTON	Yeni Eþya Serveti
LUCKY_BOX_TITLE_NAME	Þans Sandýðý
MAILBOX_POST_ALL_DELETE_BUTTON	Tümünü sil
MAILBOX_POST_ALL_RECEIVE	Tümünü kabul et
MAILBOX_POST_READ_BLOCK	Bloklu
MAILBOX_POST_READ_DELETE	Sil
MAILBOX_POST_READ_FROM	Bundan:
MAILBOX_POST_READ_MAIN_TITLE	Mesaj
MAILBOX_POST_READ_RECV	Kabul et
MAILBOX_POST_READ_TITLE	Konu
MAILBOX_POST_SEND_TITLE	Mesaj
MAILBOX_POST_WRITE_BUTTON_TEXT	Gönder
MAILBOX_POST_WRITE_CLOSE_TEXT	Kapat
MAILBOX_POST_WRITE_CONFIRM_TEXT	Alýyýcý Kontrol Et
MAILBOX_POST_WRITE_SEND_TEXT	Gönder
MAILBOX_POST_WRITE_TITLE	Konu
MAILBOX_POST_WRITE_TO	Alýcý
MAILBOX_TITLE	Gelen Kutusu
MALL_PASSWORD_TITLE	Þifre
MALL_TITLE	Nesne Market Deposu
MARKET_TITLE	Eþya
MARKLIST_REFRESH	Yenile
MARKLIST_TITLE	Lonca Ýþareti Kaydol
MC_EXCHANGE_BUTTON	Takas
MC_MISSION_INIT_BUTTON	Görev Seviyesini Sýfýrla
MC_MOTION_BUTTON	Haraket
MC_POLY_BUTTON	Dönüþtür
MC_PROMOTION_BUTTON	Yükselt
MC_REQUEST_MISSION_BUTTON	Görevi Kabul Et
MC_REWARD_CARD_BUTTON	Canavar Kartý Topla
MC_SHUFFLE_BUTTON	Görev Kartlarýný Karýþtýr
MC_SUMMON_BUTTON	Topla
MC_TAB_BUTTON_CARD_MISSION	Kart Görevi
MC_TAB_BUTTON_PARTY	Zindan Koleksiyonu
MC_TAB_BUTTON_SOLO	Açýk Dünya Koleksiyonu
MC_WARP_BUTTON	Iþýnlan
MESSAGE	Bu bir Mesajdýr
MESSENGER_ADD_FRIEND	Arkadaþ Ekle
MESSENGER_BLOCK_FRIEND	Engelle
MESSENGER_DELETE_FRIEND	Sil
MESSENGER_MOBILE	Mesaj Gönder
MESSENGER_OPEN_GUILD	Lonca Penceresini Aç
MESSENGER_TITLE	Arkadaþlar
MESSENGER_USE_GUILD_MOVE_SKILL	Lonca Becerisini Kullanýn
MESSENGER_WHISPER	Fýsýltý
MINIGAME_FISH_EVENT_USE_COUNT	Sayý
MINIMIZE	Küçült
MINI_BOSS_DUNGEON_DESC_BTN	Etkinlik Kurallarý
MINI_BOSS_DUNGEON_TITLE_NAME	Etkinlik Adý
MINI_BOSS_DUNGEON_TITLE_NUM	Derece
MINI_BOSS_DUNGEON_TITLE_POINT	Kýyamet Puaný
MINI_BOSS_DUNGEON_TOOTIP_01	Zindana Genel Bakýþ
MINI_BOSS_DUNGEON_TOOTIP_02	Seviye 40-80 için Kýyamet
MINI_BOSS_DUNGEON_TOOTIP_03	81+ Seviye için Kýyamet
MINI_BOSS_DUNGEON_TOOTIP_04	Giriþ
MINI_BOSS_DUNGEON_TOOTIP_05	Kalan Süre
MINI_BOSS_DUNGEON_TOOTIP_06	Kýyamet Noktalarým
MINI_BOSS_DUNGEON_TOOTIP_07	Kalan Kýyametler
MINI_BOSS_DUNGEON_TOOTIP_08	Benim Ödülüm
MINI_BOSS_TITLE	Zodyak Kýyameti
MINI_GAME_CATCHKING_CHALLENGE	Bahis
MINI_GAME_CATCHKING_HELP_TEXT	Tüzük
MINI_GAME_CATCHKING_HIGH_SCORE	Yüksek Skor
MINI_GAME_CATCHKING_MYNUMBER	Benim Kartým
MINI_GAME_CATCHKING_POPUP_CONFIRM	Açýlýr pencereyi göster/gizle
MINI_GAME_CATCHKING_RETRY	Tekrar Oyna
MINI_GAME_CATCHKING_REWARD	Ödülün
MINI_GAME_CATCHKING_SCORE	Puan
MINI_GAME_CATCHKING_SELECTION_NUMBER	Açýða Çýkan Kart
MINI_GAME_CATCHKING_START_TEXT	Baþlat
MINI_GAME_CATCHKING_TITLE	Kralý Yakala
MINI_GAME_FINDM_HINT_BTN	Ýpucu
MINI_GAME_FINDM_START_BTN	Oyunu Baþlat
MINI_GAME_FINDM_TITLE	Üçlü Canavar Notu
MINI_GAME_FINDM_TRY_COUNT_TEXT	Deneme
MINI_GAME_FINDM_UPGRADE_BAR1	Eþya
MINI_GAME_FINDM_UPGRADE_BAR2	Bedava (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Eþya Al
MINI_GAME_FINDM_UPGRADE_RETRY	Yükseltmeyi Dene
MINI_GAME_FINDM_UPGRADE_TITLE	Ödülü Geliþtir
MINI_GAME_FISH_HELP_TEXT	Yardým
MINI_GAME_FISH_START_TEXT	Baþlat
MINI_GAME_FISH_TITLE	Balýkçýlýk Yap
MINI_GAME_RUMI_DISCARD_TEXT	Güvenli Mod
MINI_GAME_RUMI_EXIT	Bitir
MINI_GAME_RUMI_LBUTTON_DESC	Kartý sola týklayarak ekle
MINI_GAME_RUMI_RBUTTON_DESC	Kartý saða týklayarak sil
MINI_GAME_RUMI_SCORE	Puan
MINI_GAME_RUMI_START_TEXT	Baþlat
MINI_GAME_RUMI_TITLE	Metin2 Okey Kart Oyunu
MINI_GAME_YUTNORI_COM_TEXT	Bilgisayar
MINI_GAME_YUTNORI_PLAYER_TEXT	Oyuncu
MINI_GAME_YUTNORI_PROBABILITY	Þans
MINI_GAME_YUTNORI_PROB_DESC	Atýlma þansýný artýrmak için bir Yut puaný seçin.
MINI_GAME_YUTNORI_REMAIN_COUNT	Taþý
MINI_GAME_YUTNORI_REWARD_TEXT	Ödül
MINI_GAME_YUTNORI_SCORE	Puan
MINI_GAME_YUTNORI_START_TEXT	Baþlat
MINI_GAME_YUTNORI_THROW	Atmak
MINI_GAME_YUTNORI_TITLE	Yut Nori
MINI_GAME_YUTNORI_YUTSEM1	Yap
MINI_GAME_YUTNORI_YUTSEM2	Gae
MINI_GAME_YUTNORI_YUTSEM3	coðrafi
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Ay
MINI_GAME_YUTNORI_YUTSEM6	Geri
MOUSEBUTTON_ATTACK	Saldýrý
MOUSEBUTTON_AUTO_ATTACK	Otomatik Saldýrý
MOUSEBUTTON_CAMERA	Kamera
MOUSEBUTTON_SKILL	Beceriler
MUSICLIST_TITLE	Müzik Seçimi
MYSHOP_DECO_CANCEL	Kapat
MYSHOP_DECO_DEFAULT	Varsayýlan
MYSHOP_DECO_NEXT	Sonraki
MYSHOP_DECO_OK	Onayla
MYSHOP_DECO_PREV	Geri
MYSHOP_DECO_SELECT_MODEL	Pazar görünümünü seçin.
MYSHOP_DECO_SELECT_TITLE	Ýsim görünümünü seçin.
NO	Hayýr
OK	Tamam
OPPOSITES	Reddet
OPTION_ALWAYS_SHOW_NAME	Isim
OPTION_ALWAYS_SHOW_NAME_OFF	Sýnýrlý
OPTION_ALWAYS_SHOW_NAME_ON	Her Zaman
OPTION_BLOCK	Engelle
OPTION_BLOCK_EXCHANGE	Ticaret
OPTION_BLOCK_FRIEND	Arkadaþlar
OPTION_BLOCK_GUILD	Lonca
OPTION_BLOCK_PARTY	Grup
OPTION_BLOCK_PARTY_REQUEST	Rica
OPTION_BLOCK_WHISPER	Fýsýltý
OPTION_CAMERA_DISTANCE	Kamera
OPTION_CAMERA_DISTANCE_LONG	Uzak Mesafe
OPTION_CAMERA_DISTANCE_SHORT	Kýsa Mesafe
OPTION_DELETE_MOBILE_BUTTON	Cep Telefonu Numaraný Sil
OPTION_EFFECT	Önemli Bilgiler
OPTION_ENV_EFFECT	Çevre
OPTION_ENV_EFFECT_OFF	Kapalý
OPTION_ENV_EFFECT_ON	Açýk
OPTION_FOG	Sis
OPTION_FOG_DENSE	Yoðun
OPTION_FOG_LIGHT	Iþýk
OPTION_FOG_MIDDLE	Orta
OPTION_FOG_OFF	Kapalý
OPTION_FOG_ON	Açýk
OPTION_INPUT_MOBILE_BUTTON	Cep Telefonu Numarasý Gir
OPTION_KEY_SETTING	Tuþ Takýmý
OPTION_LANGUAGE_CHANGE	Uygula
OPTION_LANGUAGE_SELECT	Dil
OPTION_MOBILE	Cep Telefonu
OPTION_MOB_INFO	Canavar Bilgisi
OPTION_MOB_INFO_AGGR	Agresif
OPTION_MOB_INFO_LEVEL	Seviye
OPTION_MUSIC	Müzik
OPTION_MUSIC_CHANGE	Deðiþtir
OPTION_MUSIC_DEFAULT_THEMA	Metin2'nin Standart Müziði
OPTION_NAME_COLOR	Renk ismi
OPTION_NAME_COLOR_EMPIRE	Ülke Rengi
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Gece
OPTION_NIGHT_MODE_OFF	Kapalý
OPTION_NIGHT_MODE_ON	Açýk
OPTION_PVPMODE	PvP Serbest
OPTION_PVPMODE_FREE	Free
OPTION_PVPMODE_FREE_TOOLTIP	Tüm oyunculara saldýrma izni var.
OPTION_PVPMODE_GUILD	Lonca
OPTION_PVPMODE_GUILD_TOOLTIP	Lonca üyeleri hariç tüm oyunculara saldýrma izni var.
OPTION_PVPMODE_PEACE	Barýþ
OPTION_PVPMODE_PEACE_TOOLTIP	Kendi krallýðýnýn oyuncularýna saldýramazsýn.
OPTION_PVPMODE_REVENGE	Düþman
OPTION_PVPMODE_REVENGE_TOOLTIP	Sadece farklý ülkelerden olanlara saldýrabilirsiniz.
OPTION_SALESTEXT	Market Ýsmi
OPTION_SALESTEXT_VIEW_OFF	Gizle
OPTION_SALESTEXT_VIEW_ON	Göster
OPTION_SETTING	Açýk
OPTION_SNOW_MODE	Kar Yaðýþý
OPTION_SNOW_MODE_OFF	Kapalý
OPTION_SNOW_MODE_ON	Açýk
OPTION_SNOW_TEXTURE_MODE	Kar
OPTION_SNOW_TEXTURE_MODE_OFF	Kapalý
OPTION_SNOW_TEXTURE_MODE_ON	Açýk
OPTION_SOUND	Efektler
OPTION_TARGET_BOARD	Hedef Tahtasý
OPTION_TARGET_BOARD_NO_VIEW	Kapat
OPTION_TARGET_BOARD_VIEW	Göster
OPTION_TILING	Grafik Deposu
OPTION_TILING_APPLY	Uygula
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
OPTION_TITLE	Seçenekler
OPTION_VIEW_CHAT	Sohbet Satýrý
OPTION_VIEW_CHAT_OFF	Gizle
OPTION_VIEW_CHAT_ON	Göster
PARTY_MATCH_TEXT_DUNGEON_NAME	Zindan
PARTY_MATCH_TEXT_DUNGEON_SELECTZindan Seç
PARTY_MATCH_TEXT_ENTREE_LEVEL	Seviye: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Gerekli Seviye
PARTY_MATCH_TEXT_REQUEST_MATCH	Ara
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Ýptal
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Gerekli Eþya
PARTY_MEMBER_INFO_NAME	Grup Üyesinin Ýsmi
PASSWORD_DESC_1	Depoyu açmak için,
PASSWORD_DESC_2	þifreyi gir.
PASSWORD_DESC_3	Þifreni deðiþtirdin mi?
PASSWORD_DESC_4	Deðiþtirmediysen þifren þudur: "000000".
PASSWORD_DESC_5	Þifreni depoda deðiþtir.
PASSWORD_TITLE	Þifre Kaydetme
PET_AGE_TEXT	Evcil Hayvanýn Seviyesi
PET_ATTR_CHANGE_ITEM_TEXT	Büyülü Evcil Hayvan
PET_ATTR_CHANGE_TITLE	Evcil Hayvan Türünü Deðiþtir
PET_ATTR_CONFIRMATION	Deðiþtir
PET_ATTR_DETERMINE_TITLE	Yeni Evcil Hayvan Türü
PET_ATTR_OK	Kapat
PET_CHANGE_TEXT	Evcil Hayvan
PET_FEED_TITLE	Beslemek
PET_FFED_BUTTON_TEXT	Besle
PET_HATCHING_BUTTON	Pencere
PET_HATCHING_NIK	Evcil Hayvan Ýsmi
PET_HATCHING_WINDOW_TITLE	Kuluçka Makinesi
PET_INFORMATION_ABILITIES	Bonuslar
PET_INFORMATION_AGE	Zaman
PET_INFORMATION_COSTUME_BONUS	Kostüm Bonusu
PET_INFORMATION_DEFENCE	Savunma
PET_INFORMATION_EVOL_BUTTON	Geliþtir
PET_INFORMATION_EXP	Tecrübe
PET_INFORMATION_EXP_BUTTON	Eþya EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Seviye
PET_INFORMATION_LIFE	Süre
PET_INFORMATION_LIFETIME_BUTTON	Besle
PET_INFORMATION_LIFE_TIME	Saat
PET_INFORMATION_SKILL	Yetenek
PET_INFORMATION_SP	SP
PET_INFORMATION_TITLE	Evcil Hayvan
PET_NAME_CHANGE_BUTTON	Deðiþtir
PET_NAME_CHANGE_WINDOW_TITLE	Ýsim Deðiþtir
PET_REVIVE_BUTTON	Canlandýr
PET_REVIVE_CANCEL_BUTTON	Ýptal
PET_REVIVE_MATERIAL_TITLE	Malzeme
PET_REVIVE_REUSLT_TEXT	Sonuç
PET_REVIVE_TARGET	Canlandýrýlacak evcil hayvan
PET_REVIVE_TITLE	Evcil hayvaný canlandýr
PICK_MONEY_TITLE	Satmak
PRIVATESHOPSEARCH_BUY	Satýn al
PRIVATESHOPSEARCH_COUNT	Miktar
PRIVATESHOPSEARCH_ITEMNAME	Ýsim
PRIVATESHOPSEARCH_ITEMTYPE	Eþyalar
PRIVATESHOPSEARCH_JOB	Sýnýf
PRIVATESHOPSEARCH_LEVEL	Seviye
PRIVATESHOPSEARCH_PRICE	Yang
PRIVATESHOPSEARCH_REFINE	Eþya Seviyesi
PRIVATESHOPSEARCH_SEARCH	Arama
PRIVATESHOPSEARCH_SEARCH_BAR	Arama
PRIVATESHOPSEARCH_SELECT	Seçmek
PRIVATESHOPSEARCH_SELLER	Satýcý
PRIVATE_SHOP_CLOSE_BUTTON	Dükkaný Kapat
PRIVATE_SHOP_NAME	Dükkanýn Adý
PRIVATE_SHOP_TITLE	Özel Dükkan Aç
QUEST_UI_TEXT_COLLECTION	Biyolog Görevleri
QUEST_UI_TEXT_EVENT	Etkinlik Görevleri
QUEST_UI_TEXT_LEVELUP	Avcýlýk Görevleri
QUEST_UI_TEXT_MAIN	Görevler
QUEST_UI_TEXT_SCROLL	Görev Kitabý Görevleri
QUEST_UI_TEXT_SUB	Yan Görevler
QUEST_UI_TEXT_SYSTEM	Oyun Görevleri
REFINE_COST	Yükseltme Ücreti: 0 Yang
REFINE_INFO	Baþarýlý bir geliþtirme olasýlýðý: %100
REFINE_MONEY	Arýndýrma Ücreti
REFINE_SELECT	Arýndýrma
REFINE_TTILE	Yükseltme
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Vazgeç
RESTART_HERE	Burada yeniden baþla
RESTART_IMMEDIATE	Reenkarnasyon
RESTART_TOWN	Þehirde yeniden baþla
SAFE_CHANGE_PASSWORD	Þifre Deðiþtir
SAFE_TITLE	Depo
SELECT_ATTR_CHANGED	Yeni
SELECT_ATTR_CURRENT	Akým
SELECT_ATTR_SELECT	Seç
SELECT_ATTR_TITLE	Büyü Eþyasý+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Oluþtur
SELECT_DELETE	Sil
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Krallýk Ýsmi
SELECT_EXIT	Çýkýþ
SELECT_HP	HP
SELECT_LEVEL	Seviye
SELECT_METIN_STONE_TITLE	Ruh Taþý Seç
SELECT_NAME	Isim
SELECT_NO_GUILD	Lonca Yok
SELECT_PLAYTIME	Oyun Zamaný
SELECT_SELECT	Baþla
SELECT_SP	SP
SELECT_TITLE	Baþlýk Seç
SHOP_BUY	Satýn Al
SHOP_SELL	Sat
SHOP_TITLE	Dükkan
SKILL_SUPPORT_TITLE	Standart Beceriler
STEP	Saflýk Derecesi
STEP_SELECT	Saflýk Derecesi
STRENGTH	Güçlendirme
STRENGTH_SELECT	Seviye
STRUCTURE_VIEW_MODE	Dekorasyon
STRUCTURE_VIEW_TYPE_STRUCTURE	Gizle
SYSTEMOPTION_TITLE	Sistem Seçenekleri
SYSTEM_CHANGE	Karakter Deðiþikliði
SYSTEM_EXIT	Oyun Sonu
SYSTEM_HELP	Yardým
SYSTEM_LOGOUT	Çýkýþ
SYSTEM_MALL	Nesne Market
SYSTEM_MOVE_CHANNEL	Kanalý deðiþtir
SYSTEM_OPTION	Sistem Seçenekleri
TASKBAR_CHARACTER	Karakter [C/V/B/N]
TASKBAR_CHAT	Sohbet Penceresi [Enter]
TASKBAR_DISABLE	Devre dýþý
TASKBAR_DRAGON_SOUL	Ejderha Taþý Simyasý
TASKBAR_EXPAND	Pencereyi Geniþlet
TASKBAR_INVENTORY	Envanter [I]
TASKBAR_MESSENGER	Arkadaþlar [Alt+M]
TASKBAR_MONEY_EXPAND	Bakiye
TASKBAR_NEXT_QUICKSLOT	Sonraki Hýzlý Giriþ Alaný [Shift+Number, Alt]
TASKBAR_PET_INFO	Evcil Hayvan Bilgisi
TASKBAR_PREV_QUICKSLOT	Önceki Hýzlý Giriþ Alaný[Shift+Number]
TASKBAR_SYSTEM	Seçenekler[ESC]
TOTAL_RANKING	Genel Sýralamalar
WEEKLY_RANKING	Haftalýk Sýralamala
WHISPER_BAN	Engelle
WHISPER_NAME	Fýsýltý
WHISPER_REPORT	
WHISPER_SEND	Gönder
YES	Evet
ZONE_MAP	Büyük Harita
FAST_EQUIP	Deðiþtirici Donat
SASH_ABSORB	Bonus Emiþi
SASH_COMBINE	Kombinasyon
SASH_MAIN	Kuþak 1
SASH_RESULT	Sonuç
SASH_SERVE	Kuþak 2
GIFT_WINDOW_NAME	Hediye
GIFT_PREV_PAGE	Önceki sayfa
GIFT_NEXT_PAGE	Sonraki sayfa
GIFT_COUNT	Numara
GIFT_FROM	Sahip
GIFT_REASON	Sebep
GIFT_GET	Topla
GIFT_GET_ALL	Hepsini al
GIFT_GET_QUEST	"%s"i almak istediðine emin misin?
GIFT_GET_QUEST_ALL	Bütün itemlerini almak istediðine emin misin?
GIFT_MONEY_DESC	Offline marketten kazandýðýn para.
SHOP_NAME	Market ismi
SHOP_TIMEOUT	Market sona eriþ süresi
SHOP_CREATE	Market oluþtur
SHOP_CREATE_PRICE	Ücret: 
SHOP_CREATE_HOURS	saat
SHOP_CREATE_HOUR	saat
SHOP_CREATE_DAY	gün
SHOP_CREATE_DAYS	gün
SHOP_CREATE_NORMAL	Normal market
SHOP_NAME_EMPTY	Lütfen market ismi girin
SHOP_TIMEOUT_EMPTY	Lütfen marketin süresini seçiniz.
SHOP_WINDOW_NAME	Marketleriniz
SHOP_WINDOW_SHOP_NAME	Market
SHOP_WINDOW_CREATE	Market Oluþturma
SHOP_GET_YANG	Parayý al
SHOP_CHANGE_NAME	Ýsim deðiþtir
SHOP_ENTER_NEW_NAME	Yeni bir isim gir
SHOP_CLOSE	Marketi kapat
SHOP_CLOSE_QUEST	"%s" isimli marketi kapatmak istiyor musun?
SHOP_MANAGE	Yönet
SHOP_OPEN	Market oluþtur
SHOP_EDIT	Düzenle
SHOP_REMOVE_ITEM	Sil
SHOP_CHANGE_PRICE	Ücreti deðiþtir
SHOP_EDIT_SHOP_WINDOW	Market düzenleme
SHOP_EDIT_SHOP_CANCEL	Düzenlemeyi iptal et
SHOP_SELECT	Seç
SHOP_REMOVE_ITEM_QUEST	Bu eþyayý silmek istediðine emin misin?
SHOP_NOT_EARNED_YANG	Marketin para kazanmadý!
SHOP_YANG_QUEST	%s kadar yangý "%s" marketinden almak istiyor musun?
SHOP_INFORMATION	Market hakkýnda bilgi
SHOP_EARNED_YANG	Kazanýlan para: 
SHOP_SOLD_ITEMS	Satýlan itemler: 
SHOP_REST_ITEMS	Kalan itemler: 
SHOP_TIME_TO_CLOSE	süresi:
SHOP_SELECT_TIME	Seç
OPTION_SALESTEXT_RANGE	Market adý aralýðý
SHINING_WINDOW_TITLE	Parlama
CHANGE_COSTUME	Sayfayý deðiþtir
CHANGE_SHINING	Sayfayý deðiþtir
DEKO_MENU	Dekorasyon
DESTROY	Yoket
SHOP_SEARCH_TITLE	Market ara
SHOP_SEARCH_CLEAR	Temizle
SHOP_SEARCH_BUTTON	Araþtýr
SHOP_SEARCH_PRICE	Fiyat:
SHOP_SEARCH_ENTER_ITEM_NAME	Eþya adý giriniz
SHOP_SEARCH_EMPTY_ITEM_NAME	Aradýðýnýz eþya bulunamadý!
GUILD_DRAGONLAIR_RANKING	Ejderha Kraliçesi Sýralamasý
GUILD_DRAGONLAIR_RANKING_COUNT	Sýra
GUILD_DRAGONLAIR_RANKING_MEMBER	Üye
GUILD_DRAGONLAIR_RANKING_NAME	Lonca
GUILD_DRAGONLAIR_RANKING_TIME	Zaman
DUNGEON_INFO	Zindan Bilgilendirme
DUNGEON_INFO_TYPE	Tip:
DUNGEON_INFO_ORGANIZATION	Organizasyon:
DUNGEON_INFO_LEVEL_LIMIT	Seviye sýnýrý:
DUNGEON_INFO_PARTY_MEMBERS	Grup üyeleri:
DUNGEON_INFO_COOLDOWN	Bekleme süresi:
DUNGEON_INFO_DURATION	Süre:
DUNGEON_INFO_ENTRANCE	Giriþ bölgesi:
DUNGEON_INFO_STRENGTH	Týlsým:
DUNGEON_INFO_RESISTANCE	Efsun direnci:
DUNGEON_INFO_TOTAL_FINISHED	Toplam bitirme:
DUNGEON_INFO_FASTEST_TIME	En hýzlý zaman:
DUNGEON_INFO_HIGHEST_DAMAGE	En büyük hasar:
DUNGEON_INFO_TELEPORT	Iþýnlan
DUNGEON_INFO_CLOSE	Kapat
DUNGEON_INFO_PERSONAL_STATS	Benim sonuçlarým
DUNGEON_INFO_DUNGEON	Zindan
DUNGEON_RANKING	Derecelendirme
DUNGEON_RANKING_POSITION	Sýralama
DUNGEON_RANKING_NAME	Ýsim
DUNGEON_RANKING_LEVEL	Seviye
DUNGEON_RANKING_POINTS	Puan
DUNGEON_RANKING_TYPE1	Bitirme sýralamasý
DUNGEON_RANKING_TYPE2	Zaman sýralamasý
DUNGEON_RANKING_TYPE3	Hasar sýralamasý
DUNGEON_RANKING_POINT_TYPE1	Biriþ
DUNGEON_RANKING_POINT_TYPE2	Mín. Timp
DUNGEON_RANKING_POINT_TYPE3	Máx. Timp
CUBE_RENEWAL_TITLE	Arýndýrma
CUBE_RENEWAL_BELT_IMPROVE	Þansý Artýr
OPTION_FOV	Alan Görünümü
NEW_EXCHANGE_YOU	Sen
MINI_GAME_RUMI_DISCARD_TEXT	Güvenli Mod
MINI_GAME_RUMI_EXIT	Bitir
MINI_GAME_RUMI_LBUTTON_DESC	Kartý sola týklayarak ekle
MINI_GAME_RUMI_RBUTTON_DESC	Kartý saða týklayarak sil
MINI_GAME_RUMI_SCORE	Puan
MINI_GAME_RUMI_START_TEXT	Baþla
MINI_GAME_RUMI_TITLE	Metin2 Okey Kart Oyunu
BANNER_FISH_BUTTON	Balýkçý Jingsaw
MINIGAME_FISH_EVENT_USE_COUNT	Say
MINI_GAME_FISH_HELP_TEXT	Yardým
MINI_GAME_FISH_START_TEXT	Baþlat
MINI_GAME_FISH_TITLE	Balýkçý Jingsaw
LOTTO_WINDOW_TITLE	Loto Penceresi
LOTTO_NUMBERS	Piyango Numaralarý #%d
LOTTO_NEXT_NUMBERS	Sonraki Çekiliþ: 
LOTTO_NEXT_NUMBERS_REFRESH_BTN	Güncelle
LOTTO_TICKET_NUMBER	Piyango Bileti #%d
LOTTO_TICKET_BUY_DATE	Satýnalma Tarihi: %s
LOTTO_TICKET_FOR_DRAW	Piyango Numaralarý:
LOTTO_TICKET_STATE_TITLE	Durum:
LOTTO_TICKET_STATE_0	Bekle..
LOTTO_TICKET_STATE_1_1	ÝKRAMÝYE
LOTTO_TICKET_STATE_1_2	%d Doðru Sayýlar
LOTTO_TICKET_STATE_2	Alýndý
LOTTO_TICKET_WIN_AMOUNT_TITLE	Kazanç:
LOTTO_TICKET_WIN_0	---------
LOTTO_TICKET_WIN_1	Maalesef hiçbir þey kazanmadý
LOTTO_TICKET_DELETE_TICKET	Sil
LOTTO_TICKET_REWARD_RECIVED_TICKET	Ödül Topla
LOTTO_WINNING_LIST_BTN	Ýkramiye Kazananlar
LOTTO_PAYOUT_BTN	Ödeme
LOTTO_CREATE_NEW_TICKET	Piyango Biletini Doldur
LOTTO_NEW_TICKET_WINDOW_TITLE	Piyango Bileti %d doldurun.
LOTTO_NEW_TICKET_INFOTEXT	Bilgi: 4 rakamý iþaretlemeniz gerekmektedir.
LOTTO_NEW_TICKET_COST	Maliyet: 
LOTTO_NEW_TICKET_CLEAR_NUMBERS_BUTTON	Numaralarý sil
LOTTO_NEW_TICKET_BUY_BUTTON	Piyango Bileti Al
LOTTO_INFO_WINDOW_TITLE	Piyango-Bilgi
LOTTO_INFO_BIG_TEXT	Büyük ikramiyeyi kazanmak için 4 doðru numarayý seçmelisiniz. 1, 2 veya 3 sayýyý doðru tahmin ederseniz, Ýkramiye'den orantýlý bir \nYang miktarý alýrsýnýz. Bir piyango biletinin maliyetinin %80'i ikramiyeye gider. \nÝkramiye kazanýlýrsa, ikramiye sýfýrlanýr ve 250.000.000 yang'dan baþlar. \n \n Ýkramiye kazanma þansý - 1'den 27.405'e
LOTTO_LAST_NUM_TITLE	Son %d Piyango numarasý
LOTTO_RANKLIST_TITLE	Loto Sýralama Listesi
LOTTO_RANKLIST_TITLEROW_PNAME	Oyuncu Ýsmi
LOTTO_RANKLIST_TITLEROW_LID	Loto-Ad
LOTTO_RANKLIST_TITLEROW_YANG	Bakiye
LOTTO_RANKLIST_TITLEROW_DATE	Tarih
LOTTO_RANKLIST_TITLEROW_LEVEL	Seviye
LOTTO_RANKLIST_TITLEROW_EMPIRE	Ýmparatorluk
LOTTO_RANKLIST_BUTTON_JACKPOT	Ýkramiye Kazandý
LOTTO_RANKLIST_BUTTON_WIN	Toplam Kazanç
LOTTO_CHAT_INFO_EMPTY_YANG_TRESOR	Bakiye hafýzan boþ. Þu anda hiçbir þeyi geri çekemezsiniz
LOTTO_CHAT_INFO_NOT_ENOUGHT_YANG	Yeterince Bakiyen yok
LOTTO_CHAT_INFO_SEL_4_NUM	4 sayý seçmelisiniz.
LOTTO_Elendos_1	Bu numarayý seçtiniz.
LOTTO_Elendos_2	Bu sayý piyango çekiliþinden çekildi.
LOTTO_Elendos_3	Numaranýz piyango çekiliþiyle eþleþiyor.
LOTTO_Elendos_4	Kar hesaplamalarý
LOTTO_Elendos_5	Ýþaretler
LOTTO_Elendos_6	Genel bilgi
LOTTO_Elendos_Prozentsatz_1	Doðru sayý baþýna yüzde:
